Characteristics.Subject.ID.	Characteristics.Strain.	Factor.Value.Compound.	Comment.chEMBL.ID.	Characteristics.Compound.Class.	Characteristics.Control.	Characteristics.Sample.Match.	Factor.Value.Dose.	Characteristics.DoseUnit.	Characteristics.Vehicle.	array_file	control_file	final_array_name
93512	RHCYT	lithocholic acid	CHEMBL1478	NA	FALSE	control_0.67	74	micromolar	DMSO .1 %	drugmatrix_93512.CEL		
93513	RHCYT	doxorubicin	CHEMBL53463	NA	FALSE	control_1	1.5	micromolar	DMSO .1 %	drugmatrix_93513.CEL		
93514	RHCYT	lithocholic acid	CHEMBL1478	NA	FALSE	control_0.67	74	micromolar	DMSO .1 %	drugmatrix_93514.CEL		
93515	RHCYT	tacrolimus hydrate	CHEMBL269732	NA	FALSE	control_0.67	50	micromolar	DMSO .1 %	drugmatrix_93515.CEL		
93516	RHCYT	tacrolimus hydrate	CHEMBL269732	NA	FALSE	control_0.67	50	micromolar	DMSO .1 %	drugmatrix_93516.CEL		
93517	RHCYT	4,4'-diaminodiphenylmethane	CHEMBL85728	NA	FALSE	control_0.67	296	micromolar	DMSO .1 %	drugmatrix_93517.CEL		
93518	RHCYT	kanamycin A	CHEMBL1384	NA	FALSE	control_1	6584	micromolar	DMSO .1 %	drugmatrix_93518.CEL		
93519	RHCYT	1-naphthyl isothiocyanate	CHEMBL1381098	NA	FALSE	control_0.67	166.67	micromolar	DMSO .1 %	drugmatrix_93519.CEL		
93520	RHCYT	1-naphthyl isothiocyanate	CHEMBL1381098	NA	FALSE	control_1	166.67	micromolar	DMSO .1 %	drugmatrix_93520.CEL		
93521	RHCYT	17beta-estradiol	CHEMBL282575	NA	FALSE	control_0.67	250	micromolar	DMSO .1 %	drugmatrix_93521.CEL		
93522	RHCYT	olanzapine	CHEMBL715	NA	FALSE	control_1	250	micromolar	DMSO .1 %	drugmatrix_93522.CEL		
93523	RHCYT	Rifampin	CHEMBL374478	NA	FALSE	control_0.67	125	micromolar	DMSO .1 %	drugmatrix_93523.CEL		
93524	RHCYT	sulindac	CHEMBL15770	NA	FALSE	control_1	750	micromolar	DMSO .1 %	drugmatrix_93524.CEL		
93525	RHCYT	17beta-estradiol	CHEMBL282575	NA	FALSE	control_1	250	micromolar	DMSO .1 %	drugmatrix_93525.CEL		
93526	RHCYT	kanamycin A	CHEMBL1384	NA	FALSE	control_1	6584	micromolar	DMSO .1 %	drugmatrix_93526.CEL		
93527	RHCYT	gentamycin	CHEMBL220884	NA	FALSE	control_1	1000	micromolar	DMSO .1 %	drugmatrix_93527.CEL		
93528	RHCYT			NA	TRUE		0	micromolar	DMSO .1 %	drugmatrix_93528.CEL		
93529	RHCYT	atorvastatin	CHEMBL1487	NA	FALSE	control_1	250	micromolar	DMSO .1 %	drugmatrix_93529.CEL		
93530	RHCYT	diethylstilbestrol	CHEMBL411	NA	FALSE	control_1	120	micromolar	DMSO .1 %	drugmatrix_93530.CEL		
93531	RHCYT	clomipramine	CHEMBL415	NA	FALSE	control_1	50	micromolar	DMSO .1 %	drugmatrix_93531.CEL		
93532	RHCYT	prinomastat	CHEMBL75094	NA	FALSE	control_1	500	micromolar	DMSO .1 %	drugmatrix_93532.CEL		
93533	RHCYT	etoposide	CHEMBL44657	NA	FALSE	control_1	125	micromolar	DMSO .1 %	drugmatrix_93533.CEL		
93534	RHCYT	paroxetine	CHEMBL490	NA	FALSE	control_1	30	micromolar	DMSO .1 %	drugmatrix_93534.CEL		
93535	RHCYT	pemoline	CHEMBL1177	NA	FALSE	control_0.67	833	micromolar	DMSO .1 %	drugmatrix_93535.CEL		
93536	RHCYT	colchicine	CHEMBL107	NA	FALSE	control_0.67	1000	micromolar	DMSO .1 %	drugmatrix_93536.CEL		
93537	RHCYT	marimastat	CHEMBL279785	NA	FALSE	control_0.67	1000	micromolar	DMSO .1 %	drugmatrix_93537.CEL		
93538	RHCYT	simvastatin	CHEMBL1064	NA	FALSE	control_1	160	micromolar	DMSO .1 %	drugmatrix_93538.CEL		
93539	RHCYT	zidovudine	CHEMBL129	NA	FALSE	control_0.67	1000	micromolar	DMSO .1 %	drugmatrix_93539.CEL		
93540	RHCYT	sulindac	CHEMBL15770	NA	FALSE	control_0.67	750	micromolar	DMSO .1 %	drugmatrix_93540.CEL		
93541	RHCYT	kanamycin A	CHEMBL1384	NA	FALSE	control_0.67	6584	micromolar	DMSO .1 %	drugmatrix_93541.CEL		
93542	RHCYT			NA	TRUE		0	micromolar	DMSO .1 %	drugmatrix_93542.CEL		
93543	RHCYT	colchicine	CHEMBL107	NA	FALSE	control_0.67	1000	micromolar	DMSO .1 %	drugmatrix_93543.CEL		
93544	RHCYT	kanamycin A	CHEMBL1384	NA	FALSE	control_1	6584	micromolar	DMSO .1 %	drugmatrix_93544.CEL		
93545	RHCYT	olanzapine	CHEMBL715	NA	FALSE	control_0.67	250	micromolar	DMSO .1 %	drugmatrix_93545.CEL		
93546	RHCYT	didanosine	CHEMBL1460	NA	FALSE	control_0.67	500	micromolar	DMSO .1 %	drugmatrix_93546.CEL		
93547	RHCYT	prinomastat	CHEMBL75094	NA	FALSE	control_0.67	500	micromolar	DMSO .1 %	drugmatrix_93547.CEL		
93549	RHCYT	chloroquine	CHEMBL1656	NA	FALSE	control_0.67	21.95	micromolar	DMSO .1 %	drugmatrix_93549.CEL		
93550	RHCYT	amiodarone	CHEMBL633	NA	FALSE	control_0.67	37.04	micromolar	DMSO .1 %	drugmatrix_93550.CEL		
93551	RHCYT	diethylstilbestrol	CHEMBL411	NA	FALSE	control_1	120	micromolar	DMSO .1 %	drugmatrix_93551.CEL		
93552	RHCYT	fluoxetine	CHEMBL41	NA	FALSE	control_0.67	58	micromolar	DMSO .1 %	drugmatrix_93552.CEL		
93553	RHCYT	tetracycline	CHEMBL1440	NA	FALSE	control_0.67	520	micromolar	DMSO .1 %	drugmatrix_93553.CEL		
93554	RHCYT	carbon tetrachloride	CHEMBL44814	NA	FALSE	control_0.67	775	micromolar	DMSO .1 %	drugmatrix_93554.CEL		
93556	RHCYT	tgf beta-1, human recombinant		NA	FALSE	control_0.67	5 ng/ml	micromolar	DMSO .1 %	drugmatrix_93556.CEL		
93557	RHCYT	idarubicin	CHEMBL1117	NA	FALSE	control_1	1.5	micromolar	DMSO .1 %	drugmatrix_93557.CEL		
93558	RHCYT	carvedilol	CHEMBL723	NA	FALSE	control_1	50	micromolar	DMSO .1 %	drugmatrix_93558.CEL		
93559	RHCYT	D-galactosamine	CHEMBL606759	NA	FALSE	control_0.67	470	micromolar	DMSO .1 %	drugmatrix_93559.CEL		
93560	RHCYT	tenidap	CHEMBL1908355	NA	FALSE	control_1	41	micromolar	DMSO .1 %	drugmatrix_93560.CEL		
93561	RHCYT	ethanol	CHEMBL545	NA	FALSE	control_1	180000	micromolar	DMSO .1 %	drugmatrix_93561.CEL		
93562	RHCYT	sparteine	CHEMBL44625	NA	FALSE	control_0.67	2222	micromolar	DMSO .1 %	drugmatrix_93562.CEL		
93563	RHCYT	amitriptyline	CHEMBL629	NA	FALSE	control_1	72	micromolar	DMSO .1 %	drugmatrix_93563.CEL		
93564	RHCYT	carmustine	CHEMBL513	NA	FALSE	control_1	550	micromolar	DMSO .1 %	drugmatrix_93564.CEL		
93565	RHCYT	nortriptyline	CHEMBL445	NA	FALSE	control_1	70	micromolar	DMSO .1 %	drugmatrix_93565.CEL		
93566	RHCYT	doxofylline	CHEMBL1527608	NA	FALSE	control_0.67	13500	micromolar	DMSO .1 %	drugmatrix_93566.CEL		
93567	RHCYT	nortriptyline	CHEMBL445	NA	FALSE	control_1	70	micromolar	DMSO .1 %	drugmatrix_93567.CEL		
93568	RHCYT	fluphenazine	CHEMBL726	NA	FALSE	control_0.67	45	micromolar	DMSO .1 %	drugmatrix_93568.CEL		
93569	RHCYT	sulconazole	CHEMBL1221	NA	FALSE	control_0.67	40	micromolar	DMSO .1 %	drugmatrix_93569.CEL		
93570	RHCYT	tgf beta-1, human recombinant		NA	FALSE	control_0.67	5 ng/ml	micromolar	DMSO .1 %	drugmatrix_93570.CEL		
93571	RHCYT			NA	TRUE		0	micromolar	DMSO .1 %	drugmatrix_93571.CEL		
93572	RHCYT	danazol	CHEMBL1479	NA	FALSE	control_0.67	95	micromolar	DMSO .1 %	drugmatrix_93572.CEL		
93573	RHCYT	celecoxib	CHEMBL118	NA	FALSE	control_1	100	micromolar	DMSO .1 %	drugmatrix_93573.CEL		
93574	RHCYT	lithocholic acid	CHEMBL1478	NA	FALSE	control_1	74	micromolar	DMSO .1 %	drugmatrix_93574.CEL		
93576	RHCYT	gemfibrozil	CHEMBL457	NA	FALSE	control_0.67	2000	micromolar	DMSO .1 %	drugmatrix_93576.CEL		
93577	RHCYT	valdecoxib	CHEMBL865	NA	FALSE	control_1	450	micromolar	DMSO .1 %	drugmatrix_93577.CEL		
93578	RHCYT	valdecoxib	CHEMBL865	NA	FALSE	control_0.67	450	micromolar	DMSO .1 %	drugmatrix_93578.CEL		
93579	RHCYT	carmustine	CHEMBL513	NA	FALSE	control_1	550	micromolar	DMSO .1 %	drugmatrix_93579.CEL		
93580	RHCYT	ifosfamide	CHEMBL1024	NA	FALSE	control_1	11000	micromolar	DMSO .1 %	drugmatrix_93580.CEL		
93581	RHCYT	sparteine	CHEMBL44625	NA	FALSE	control_1	2222	micromolar	DMSO .1 %	drugmatrix_93581.CEL		
93582	RHCYT	doxofylline	CHEMBL1527608	NA	FALSE	control_0.67	13500	micromolar	DMSO .1 %	drugmatrix_93582.CEL		
93583	RHCYT	Vinblastine	CHEMBL159	NA	FALSE	control_1	45	micromolar	DMSO .1 %	drugmatrix_93583.CEL		
93584	RHCYT	sparteine	CHEMBL44625	NA	FALSE	control_0.67	2222	micromolar	DMSO .1 %	drugmatrix_93584.CEL		
93585	RHCYT	itraconazole	CHEMBL22587	NA	FALSE	control_0.67	10	micromolar	DMSO .1 %	drugmatrix_93585.CEL		
93587	RHCYT	doxofylline	CHEMBL1527608	NA	FALSE	control_1	13500	micromolar	DMSO .1 %	drugmatrix_93587.CEL		
93588	RHCYT	cisplatin	CHEMBL2068237	NA	FALSE	control_1	63	micromolar	DMSO .1 %	drugmatrix_93588.CEL		
93589	RHCYT			NA	TRUE		0	micromolar	DMSO .1 %	drugmatrix_93589.CEL		
93590	RHCYT	tacrolimus hydrate	CHEMBL269732	NA	FALSE	control_1	50	micromolar	DMSO .1 %	drugmatrix_93590.CEL		
93593	RHCYT	4,4'-diaminodiphenylmethane	CHEMBL85728	NA	FALSE	control_1	296	micromolar	DMSO .1 %	drugmatrix_93593.CEL		
93594	RHCYT	tetracycline	CHEMBL1440	NA	FALSE	control_1	520	micromolar	DMSO .1 %	drugmatrix_93594.CEL		
100977	RHCYT	busulfan	CHEMBL820	NA	FALSE	control_1	500	micromolar	DMSO .1 %	drugmatrix_93595.CEL		
93595	RHCYT	busulfan	CHEMBL820	NA	FALSE	control_1	500	micromolar	DMSO .1 %	drugmatrix_93595.CEL		
93596	RHCYT	fluoxetine	CHEMBL41	NA	FALSE	control_1	58	micromolar	DMSO .1 %	drugmatrix_93596.CEL		
93597	RHCYT	tetracycline	CHEMBL1440	NA	FALSE	control_0.67	520	micromolar	DMSO .1 %	drugmatrix_93597.CEL		
93598	RHCYT	17?-ethynylestradiol	CHEMBL691	NA	FALSE	control_0.67	190	micromolar	DMSO .1 %	drugmatrix_93598.CEL		
93599	RHCYT	chlorpromazine	CHEMBL71	NA	FALSE	control_0.67	43.9	micromolar	DMSO .1 %	drugmatrix_93599.CEL		
93600	RHCYT	colchicine	CHEMBL107	NA	FALSE	control_1	1000	micromolar	DMSO .1 %	drugmatrix_93600.CEL		
93601	RHCYT	cyclosporin A	CHEMBL442519	NA	FALSE	control_1	10	micromolar	DMSO .1 %	drugmatrix_93601.CEL		
93602	RHCYT	progesterone	CHEMBL103	NA	FALSE	control_1	148	micromolar	DMSO .1 %	drugmatrix_93602.CEL		
93603	RHCYT	marimastat	CHEMBL279785	NA	FALSE	control_1	1000	micromolar	DMSO .1 %	drugmatrix_93603.CEL		
93604	RHCYT			NA	TRUE		0	micromolar	DMSO .1 %	drugmatrix_93604.CEL		
93605	RHCYT	mercaptopurine	CHEMBL1425	NA	FALSE	control_0.67	0.5	micromolar	DMSO .1 %	drugmatrix_93605.CEL		
93606	RHCYT			NA	TRUE		0	micromolar	DMSO .1 %	drugmatrix_93606.CEL		
93607	RHCYT	cyclophosphamide	CHEMBL88	NA	FALSE	control_1	1320	micromolar	DMSO .1 %	drugmatrix_93607.CEL		
93608	RHCYT	prinomastat	CHEMBL75094	NA	FALSE	control_0.67	500	micromolar	DMSO .1 %	drugmatrix_93608.CEL		
93609	RHCYT	desloratadine	CHEMBL998	NA	FALSE	control_0.67	62.25	micromolar	DMSO .1 %	drugmatrix_93609.CEL		
93610	RHCYT	gentamycin	CHEMBL220884	NA	FALSE	control_0.67	1000	micromolar	DMSO .1 %	drugmatrix_93610.CEL		
93611	RHCYT	progesterone	CHEMBL103	NA	FALSE	control_0.67	148	micromolar	DMSO .1 %	drugmatrix_93611.CEL		
93612	RHCYT	pemoline	CHEMBL1177	NA	FALSE	control_1	833	micromolar	DMSO .1 %	drugmatrix_93612.CEL		
93613	RHCYT	Rifampin	CHEMBL374478	NA	FALSE	control_0.67	125	micromolar	DMSO .1 %	drugmatrix_93613.CEL		
93614	RHCYT	fluoxetine	CHEMBL41	NA	FALSE	control_0.67	58	micromolar	DMSO .1 %	drugmatrix_93614.CEL		
93615	RHCYT	tetracycline	CHEMBL1440	NA	FALSE	control_0.67	520	micromolar	DMSO .1 %	drugmatrix_93615.CEL		
93616	RHCYT	clomipramine	CHEMBL415	NA	FALSE	control_1	50	micromolar	DMSO .1 %	drugmatrix_93616.CEL		
93617	RHCYT	sulindac	CHEMBL15770	NA	FALSE	control_0.67	750	micromolar	DMSO .1 %	drugmatrix_93617.CEL		
93618	RHCYT	gabapentin	CHEMBL940	NA	FALSE	control_0.67	500	micromolar	DMSO .1 %	drugmatrix_93618.CEL		
93620	RHCYT	17?-ethynylestradiol	CHEMBL691	NA	FALSE	control_0.67	190	micromolar	DMSO .1 %	drugmatrix_93620.CEL		
93621	RHCYT	atorvastatin	CHEMBL1487	NA	FALSE	control_0.67	250	micromolar	DMSO .1 %	drugmatrix_93621.CEL		
93622	RHCYT	valproic acid	CHEMBL109	NA	FALSE	control_0.67	1000	micromolar	DMSO .1 %	drugmatrix_93622.CEL		
93623	RHCYT	paroxetine	CHEMBL490	NA	FALSE	control_0.67	30	micromolar	DMSO .1 %	drugmatrix_93623.CEL		
93624	RHCYT	didanosine	CHEMBL1460	NA	FALSE	control_0.67	500	micromolar	DMSO .1 %	drugmatrix_93624.CEL		
93625	RHCYT	chlorpromazine	CHEMBL71	NA	FALSE	control_1	43.9	micromolar	DMSO .1 %	drugmatrix_93625.CEL		
93626	RHCYT	valproic acid	CHEMBL109	NA	FALSE	control_1	1000	micromolar	DMSO .1 %	drugmatrix_93626.CEL		
93627	RHCYT	amiodarone	CHEMBL633	NA	FALSE	control_0.67	37.04	micromolar	DMSO .1 %	drugmatrix_93627.CEL		
93628	RHCYT	cyclosporin A	CHEMBL442519	NA	FALSE	control_0.67	10	micromolar	DMSO .1 %	drugmatrix_93628.CEL		
93629	RHCYT	chloroquine	CHEMBL1656	NA	FALSE	control_1	21.95	micromolar	DMSO .1 %	drugmatrix_93629.CEL		
93630	RHCYT			NA	TRUE		0	micromolar	DMSO .1 %	drugmatrix_93630.CEL		
93631	RHCYT	pemoline	CHEMBL1177	NA	FALSE	control_0.67	833	micromolar	DMSO .1 %	drugmatrix_93631.CEL		
93632	RHCYT			NA	TRUE		0	micromolar	DMSO .1 %	drugmatrix_93632.CEL		
93633	RHCYT	etoposide	CHEMBL44657	NA	FALSE	control_0.67	125	micromolar	DMSO .1 %	drugmatrix_93633.CEL		
93634	RHCYT	17beta-estradiol	CHEMBL282575	NA	FALSE	control_0.67	250	micromolar	DMSO .1 %	drugmatrix_93634.CEL		
93635	RHCYT			NA	TRUE		0	micromolar	DMSO .1 %	drugmatrix_93635.CEL		
93636	RHCYT			NA	TRUE		0	micromolar	DMSO .1 %	drugmatrix_93636.CEL		
93637	RHCYT	perhexiline	CHEMBL75880	NA	FALSE	control_0.67	12	micromolar	DMSO .1 %	drugmatrix_93637.CEL		
93638	RHCYT			NA	TRUE		0	micromolar	DMSO .1 %	drugmatrix_93638.CEL		
93639	RHCYT	colchicine	CHEMBL107	NA	FALSE	control_1	1000	micromolar	DMSO .1 %	drugmatrix_93639.CEL		
93640	RHCYT	marimastat	CHEMBL279785	NA	FALSE	control_0.67	1000	micromolar	DMSO .1 %	drugmatrix_93640.CEL		
93641	RHCYT	simvastatin	CHEMBL1064	NA	FALSE	control_0.67	160	micromolar	DMSO .1 %	drugmatrix_93641.CEL		
93642	RHCYT	kanamycin A	CHEMBL1384	NA	FALSE	control_0.67	6584	micromolar	DMSO .1 %	drugmatrix_93642.CEL		
93643	RHCYT	17?-ethynylestradiol	CHEMBL691	NA	FALSE	control_1	190	micromolar	DMSO .1 %	drugmatrix_93643.CEL		
93644	RHCYT	lansoprazole	CHEMBL480	NA	FALSE	control_0.67	240	micromolar	DMSO .1 %	drugmatrix_93644.CEL		
93645	RHCYT	colchicine	CHEMBL107	NA	FALSE	control_0.67	1000	micromolar	DMSO .1 %	drugmatrix_93645.CEL		
93646	RHCYT	marimastat	CHEMBL279785	NA	FALSE	control_1	1000	micromolar	DMSO .1 %	drugmatrix_93646.CEL		
93647	RHCYT	sildenafil	CHEMBL192	NA	FALSE	control_0.67	90	micromolar	DMSO .1 %	drugmatrix_93647.CEL		
93648	RHCYT	zidovudine	CHEMBL129	NA	FALSE	control_0.67	1000	micromolar	DMSO .1 %	drugmatrix_93648.CEL		
93649	RHCYT	diethylstilbestrol	CHEMBL411	NA	FALSE	control_0.67	120	micromolar	DMSO .1 %	drugmatrix_93649.CEL		
93650	RHCYT	chloroquine	CHEMBL1656	NA	FALSE	control_0.67	21.95	micromolar	DMSO .1 %	drugmatrix_93650.CEL		
93651	RHCYT	clomipramine	CHEMBL415	NA	FALSE	control_0.67	50	micromolar	DMSO .1 %	drugmatrix_93651.CEL		
93652	RHCYT	chlorpromazine	CHEMBL71	NA	FALSE	control_0.67	43.9	micromolar	DMSO .1 %	drugmatrix_93652.CEL		
93653	RHCYT	carbon tetrachloride	CHEMBL44814	NA	FALSE	control_0.67	775	micromolar	DMSO .1 %	drugmatrix_93653.CEL		
93654	RHCYT	etoposide	CHEMBL44657	NA	FALSE	control_1	125	micromolar	DMSO .1 %	drugmatrix_93654.CEL		
93655	RHCYT	busulfan	CHEMBL820	NA	FALSE	control_0.67	500	micromolar	DMSO .1 %	drugmatrix_93655.CEL		
93656	RHCYT	fluoxetine	CHEMBL41	NA	FALSE	control_1	58	micromolar	DMSO .1 %	drugmatrix_93656.CEL		
93657	RHCYT	olanzapine	CHEMBL715	NA	FALSE	control_0.67	250	micromolar	DMSO .1 %	drugmatrix_93657.CEL		
93658	RHCYT	amiodarone	CHEMBL633	NA	FALSE	control_1	37.04	micromolar	DMSO .1 %	drugmatrix_93658.CEL		
93659	RHCYT	Rifampin	CHEMBL374478	NA	FALSE	control_1	125	micromolar	DMSO .1 %	drugmatrix_93659.CEL		
93660	RHCYT	zidovudine	CHEMBL129	NA	FALSE	control_1	1000	micromolar	DMSO .1 %	drugmatrix_93660.CEL		
93661	RHCYT	tetracycline	CHEMBL1440	NA	FALSE	control_1	520	micromolar	DMSO .1 %	drugmatrix_93661.CEL		
93662	RHCYT	progesterone	CHEMBL103	NA	FALSE	control_1	148	micromolar	DMSO .1 %	drugmatrix_93662.CEL		
93663	RHCYT	sulindac	CHEMBL15770	NA	FALSE	control_1	750	micromolar	DMSO .1 %	drugmatrix_93663.CEL		
100995	RHCYT	busulfan	CHEMBL820	NA	FALSE	control_1	500	micromolar	DMSO .1 %	drugmatrix_93664.CEL		
93664	RHCYT	busulfan	CHEMBL820	NA	FALSE	control_1	500	micromolar	DMSO .1 %	drugmatrix_93664.CEL		
93665	RHCYT	prinomastat	CHEMBL75094	NA	FALSE	control_1	500	micromolar	DMSO .1 %	drugmatrix_93665.CEL		
93666	RHCYT	4,4'-diaminodiphenylmethane	CHEMBL85728	NA	FALSE	control_0.67	296	micromolar	DMSO .1 %	drugmatrix_93666.CEL		
93667	RHCYT	chloroquine	CHEMBL1656	NA	FALSE	control_1	21.95	micromolar	DMSO .1 %	drugmatrix_93667.CEL		
93668	RHCYT	gabapentin	CHEMBL940	NA	FALSE	control_1	500	micromolar	DMSO .1 %	drugmatrix_93668.CEL		
93669	RHCYT	lansoprazole	CHEMBL480	NA	FALSE	control_1	240	micromolar	DMSO .1 %	drugmatrix_93669.CEL		
93670	RHCYT	valproic acid	CHEMBL109	NA	FALSE	control_0.67	1000	micromolar	DMSO .1 %	drugmatrix_93670.CEL		
93671	RHCYT	pemoline	CHEMBL1177	NA	FALSE	control_1	833	micromolar	DMSO .1 %	drugmatrix_93671.CEL		
93672	RHCYT	sulindac	CHEMBL15770	NA	FALSE	control_0.67	750	micromolar	DMSO .1 %	drugmatrix_93672.CEL		
93673	RHCYT	zidovudine	CHEMBL129	NA	FALSE	control_1	1000	micromolar	DMSO .1 %	drugmatrix_93673.CEL		
93674	RHCYT	chloroquine	CHEMBL1656	NA	FALSE	control_0.67	21.95	micromolar	DMSO .1 %	drugmatrix_93674.CEL		
93675	RHCYT	chlorpromazine	CHEMBL71	NA	FALSE	control_1	43.9	micromolar	DMSO .1 %	drugmatrix_93675.CEL		
93676	RHCYT	progesterone	CHEMBL103	NA	FALSE	control_0.67	148	micromolar	DMSO .1 %	drugmatrix_93676.CEL		
93677	RHCYT	clomipramine	CHEMBL415	NA	FALSE	control_0.67	50	micromolar	DMSO .1 %	drugmatrix_93677.CEL		
93678	RHCYT			NA	TRUE		0	micromolar	DMSO .1 %	drugmatrix_93678.CEL		
93679	RHCYT	etoposide	CHEMBL44657	NA	FALSE	control_0.67	125	micromolar	DMSO .1 %	drugmatrix_93679.CEL		
93680	RHCYT	kanamycin A	CHEMBL1384	NA	FALSE	control_0.67	6584	micromolar	DMSO .1 %	drugmatrix_93680.CEL		
93681	RHCYT	fluoxetine	CHEMBL41	NA	FALSE	control_0.67	58	micromolar	DMSO .1 %	drugmatrix_93681.CEL		
93682	RHCYT	perhexiline	CHEMBL75880	NA	FALSE	control_1	12	micromolar	DMSO .1 %	drugmatrix_93682.CEL		
93683	RHCYT	17?-ethynylestradiol	CHEMBL691	NA	FALSE	control_1	190	micromolar	DMSO .1 %	drugmatrix_93683.CEL		
93684	RHCYT	marimastat	CHEMBL279785	NA	FALSE	control_1	1000	micromolar	DMSO .1 %	drugmatrix_93684.CEL		
93685	RHCYT			NA	TRUE		0	micromolar	DMSO .1 %	drugmatrix_93685.CEL		
93686	RHCYT	busulfan	CHEMBL820	NA	FALSE	control_0.67	500	micromolar	DMSO .1 %	drugmatrix_93686.CEL		
93687	RHCYT	desloratadine	CHEMBL998	NA	FALSE	control_1	62.25	micromolar	DMSO .1 %	drugmatrix_93687.CEL		
93688	RHCYT	Rifampin	CHEMBL374478	NA	FALSE	control_1	125	micromolar	DMSO .1 %	drugmatrix_93688.CEL		
93689	RHCYT	amiodarone	CHEMBL633	NA	FALSE	control_0.67	37.04	micromolar	DMSO .1 %	drugmatrix_93689.CEL		
93690	RHCYT	amiodarone	CHEMBL633	NA	FALSE	control_1	37.04	micromolar	DMSO .1 %	drugmatrix_93690.CEL		
93691	RHCYT	valproic acid	CHEMBL109	NA	FALSE	control_1	1000	micromolar	DMSO .1 %	drugmatrix_93691.CEL		
93692	RHCYT	didanosine	CHEMBL1460	NA	FALSE	control_1	500	micromolar	DMSO .1 %	drugmatrix_93692.CEL		
93693	RHCYT	gentamycin	CHEMBL220884	NA	FALSE	control_0.67	1000	micromolar	DMSO .1 %	drugmatrix_93693.CEL		
93694	RHCYT			NA	TRUE		0	micromolar	DMSO .1 %	drugmatrix_93694.CEL		
100980	RHCYT	carbon tetrachloride	CHEMBL44814	NA	FALSE	control_1	775	micromolar	DMSO .1 %	drugmatrix_93695.CEL		
93695	RHCYT	carbon tetrachloride	CHEMBL44814	NA	FALSE	control_1	775	micromolar	DMSO .1 %	drugmatrix_93695.CEL		
93696	RHCYT			NA	TRUE		0	micromolar	DMSO .1 %	drugmatrix_93696.CEL		
93697	RHCYT	prinomastat	CHEMBL75094	NA	FALSE	control_0.67	500	micromolar	DMSO .1 %	drugmatrix_93697.CEL		
93699	RHCYT	atorvastatin	CHEMBL1487	NA	FALSE	control_1	250	micromolar	DMSO .1 %	drugmatrix_93699.CEL		
93701	RHCYT	simvastatin	CHEMBL1064	NA	FALSE	control_0.67	160	micromolar	DMSO .1 %	drugmatrix_93701.CEL		
93703	RHCYT	gabapentin	CHEMBL940	NA	FALSE	control_1	500	micromolar	DMSO .1 %	drugmatrix_93703.CEL		
93704	RHCYT	Rifampin	CHEMBL374478	NA	FALSE	control_0.67	125	micromolar	DMSO .1 %	drugmatrix_93704.CEL		
93705	RHCYT	lansoprazole	CHEMBL480	NA	FALSE	control_0.67	240	micromolar	DMSO .1 %	drugmatrix_93705.CEL		
93706	RHCYT	perhexiline	CHEMBL75880	NA	FALSE	control_0.67	12	micromolar	DMSO .1 %	drugmatrix_93706.CEL		
93707	RHCYT	lansoprazole	CHEMBL480	NA	FALSE	control_1	240	micromolar	DMSO .1 %	drugmatrix_93707.CEL		
93708	RHCYT	etoposide	CHEMBL44657	NA	FALSE	control_1	125	micromolar	DMSO .1 %	drugmatrix_93708.CEL		
93709	RHCYT	zidovudine	CHEMBL129	NA	FALSE	control_0.67	1000	micromolar	DMSO .1 %	drugmatrix_93709.CEL		
93710	RHCYT	17beta-estradiol	CHEMBL282575	NA	FALSE	control_0.67	250	micromolar	DMSO .1 %	drugmatrix_93710.CEL		
93711	RHCYT	cyclosporin A	CHEMBL442519	NA	FALSE	control_0.67	10	micromolar	DMSO .1 %	drugmatrix_93711.CEL		
100998	RHCYT	carbon tetrachloride	CHEMBL44814	NA	FALSE	control_1	775	micromolar	DMSO .1 %	drugmatrix_93713.CEL		
93713	RHCYT	carbon tetrachloride	CHEMBL44814	NA	FALSE	control_1	775	micromolar	DMSO .1 %	drugmatrix_93713.CEL		
93714	RHCYT	busulfan	CHEMBL820	NA	FALSE	control_0.67	500	micromolar	DMSO .1 %	drugmatrix_93714.CEL		
93715	RHCYT	chlorpromazine	CHEMBL71	NA	FALSE	control_0.67	43.9	micromolar	DMSO .1 %	drugmatrix_93715.CEL		
93716	RHCYT	4,4'-diaminodiphenylmethane	CHEMBL85728	NA	FALSE	control_0.67	296	micromolar	DMSO .1 %	drugmatrix_93716.CEL		
93718	RHCYT	diethylstilbestrol	CHEMBL411	NA	FALSE	control_0.67	120	micromolar	DMSO .1 %	drugmatrix_93718.CEL		
93719	RHCYT			NA	TRUE		0	micromolar	DMSO .1 %	drugmatrix_93719.CEL		
93720	RHCYT	paroxetine	CHEMBL490	NA	FALSE	control_0.67	30	micromolar	DMSO .1 %	drugmatrix_93720.CEL		
93721	RHCYT	17?-ethynylestradiol	CHEMBL691	NA	FALSE	control_0.67	190	micromolar	DMSO .1 %	drugmatrix_93721.CEL		
93722	RHCYT	1-naphthyl isothiocyanate	CHEMBL1381098	NA	FALSE	control_1	166.67	micromolar	DMSO .1 %	drugmatrix_93722.CEL		
93723	RHCYT	atorvastatin	CHEMBL1487	NA	FALSE	control_0.67	250	micromolar	DMSO .1 %	drugmatrix_93723.CEL		
93724	RHCYT	paroxetine	CHEMBL490	NA	FALSE	control_1	30	micromolar	DMSO .1 %	drugmatrix_93724.CEL		
