Source Name	Characteristics [CellLine]	Factor Value [COMPOUND]	ChEMBL_ID	Genotoxicity	Carcinogenicity	Characteristics_Control	Extract Name	Factor Value [DOSE]	Unit [ConcentrationUnit]	Time	TimeUnit	Replicate	Characteristics_Vehicle	array_file	control_file	final_array_file
C_24h_Dman_3	HepG2	d-Mannitol	CHEMBL689	NGTX	NC	FALSE	C_24h_PBS_3	250	uM	24	h	3	PBS	C_24h_Dman_3.CEL	C_24h_PBS_3.CEL	study07_CHEMBL689_250uM_24h_3
C_24h_PBS_1	HepG2	Phosphate Buffered Saline				TRUE		0		24	h	1		C_24h_PBS_1.CEL		
C_24h_PBS_2	HepG2	Phosphate Buffered Saline				TRUE		0		24	h	2		C_24h_PBS_2.CEL		
C_24h_PBS_3	HepG2	Phosphate Buffered Saline				TRUE		0		24	h	3		C_24h_PBS_3.CEL		
C_48h_APAP_1	HepG2	Acetaminophen	CHEMBL112	GTX	C	FALSE	C_48h_PBS_1	100	uM	48	h	1	PBS	C_48h_APAP_1.CEL	C_48h_PBS_1.CEL	study07_CHEMBL112_100uM_48h_1
C_48h_APAP_2	HepG2	Acetaminophen	CHEMBL112	GTX	C	FALSE	C_48h_PBS_2	100	uM	48	h	2	PBS	C_48h_APAP_2.CEL	C_48h_PBS_2.CEL	study07_CHEMBL112_100uM_48h_2
C_48h_APAP_3	HepG2	Acetaminophen	CHEMBL112	GTX	C	FALSE	C_48h_PBS_3	100	uM	48	h	3	PBS	C_48h_APAP_3.CEL	C_48h_PBS_3.CEL	study07_CHEMBL112_100uM_48h_3
C_48h_Diclo_1	HepG2	Diclofenac	CHEMBL139	NGTX	NC	FALSE	C_48h_PBS_1	100	uM	48	h	1	PBS	C_48h_Diclo_1.CEL	C_48h_PBS_1.CEL	study07_CHEMBL139_100uM_48h_1
C_48h_Diclo_2	HepG2	Diclofenac	CHEMBL139	NGTX	NC	FALSE	C_48h_PBS_2	100	uM	48	h	2	PBS	C_48h_Diclo_2.CEL	C_48h_PBS_2.CEL	study07_CHEMBL139_100uM_48h_2
C_48h_Diclo_3	HepG2	Diclofenac	CHEMBL139	NGTX	NC	FALSE	C_48h_PBS_3	100	uM	48	h	3	PBS	C_48h_Diclo_3.CEL	C_48h_PBS_3.CEL	study07_CHEMBL139_100uM_48h_3
C_48h_Dman_1	HepG2	d-Mannitol	CHEMBL689	NGTX	NC	FALSE	C_48h_PBS_1	250	uM	48	h	1	PBS	C_48h_Dman_1.CEL	C_48h_PBS_1.CEL	study07_CHEMBL689_250uM_48h_1
C_48h_Dman_2	HepG2	d-Mannitol	CHEMBL689	NGTX	NC	FALSE	C_48h_PBS_2	250	uM	48	h	2	PBS	C_48h_Dman_2.CEL	C_48h_PBS_2.CEL	study07_CHEMBL689_250uM_48h_2
C_48h_Dman_3	HepG2	d-Mannitol	CHEMBL689	NGTX	NC	FALSE	C_48h_PBS_3	250	uM	48	h	3	PBS	C_48h_Dman_3.CEL	C_48h_PBS_3.CEL	study07_CHEMBL689_250uM_48h_3
C_48h_PBS_1	HepG2	Phosphate Buffered Saline				TRUE		0		48	h	1		C_48h_PBS_1.CEL		
C_48h_PBS_2	HepG2	Phosphate Buffered Saline				TRUE		0		48	h	2		C_48h_PBS_2.CEL		
C_48h_PBS_3	HepG2	Phosphate Buffered Saline				TRUE		0		48	h	3		C_48h_PBS_3.CEL		
D_12h_4AAF_1	HepG2	4-Acetyl aminofluorene	CHEMBL2311070	NGTX	NC	FALSE	D_12h_DMSO_1	100	nM	12	h	1	DMSO	D_12h_4AAF_1.CEL	D_12h_DMSO_1.CEL	study07_CHEMBL2311070_100nM_12h_1
D_12h_4AAF_2	HepG2	4-Acetyl aminofluorene	CHEMBL2311070	NGTX	NC	FALSE	D_12h_DMSO_2	100	nM	12	h	2	DMSO	D_12h_4AAF_2.CEL	D_12h_DMSO_2.CEL	study07_CHEMBL2311070_100nM_12h_2
D_12h_4AAF_3	HepG2	4-Acetyl aminofluorene	CHEMBL2311070	NGTX	NC	FALSE	D_12h_DMSO_3	100	nM	12	h	3	DMSO	D_12h_4AAF_3.CEL	D_12h_DMSO_3.CEL	study07_CHEMBL2311070_100nM_12h_3
D_12h_Cur_1	HepG2	Curcumin	CHEMBL140	NGTX	NC	FALSE	D_12h_DMSO_1	1	uM	12	h	1	DMSO	D_12h_Cur_1.CEL	D_12h_DMSO_1.CEL	study07_CHEMBL140_1uM_12h_1
D_12h_Cur_2	HepG2	Curcumin	CHEMBL140	NGTX	NC	FALSE	D_12h_DMSO_2	1	uM	12	h	2	DMSO	D_12h_Cur_2.CEL	D_12h_DMSO_2.CEL	study07_CHEMBL140_1uM_12h_2
D_12h_Cur_3	HepG2	Curcumin	CHEMBL140	NGTX	NC	FALSE	D_12h_DMSO_3	1	uM	12	h	3	DMSO	D_12h_Cur_3.CEL	D_12h_DMSO_3.CEL	study07_CHEMBL140_1uM_12h_3
D_12h_DMBA_1	HepG2	7,12-Dimethyl benzantracene	CHEMBL329673	GTX	C	FALSE	D_12h_DMSO_1	5	uM	12	h	1	DMSO	D_12h_DMBA_1.CEL	D_12h_DMSO_1.CEL	study07_CHEMBL329673_5uM_12h_1
D_12h_DMBA_2	HepG2	7,12-Dimethyl benzantracene	CHEMBL329673	GTX	C	FALSE	D_12h_DMSO_2	5	uM	12	h	2	DMSO	D_12h_DMBA_2.CEL	D_12h_DMSO_2.CEL	study07_CHEMBL329673_5uM_12h_2
D_12h_DMBA_3	HepG2	7,12-Dimethyl benzantracene	CHEMBL329673	GTX	C	FALSE	D_12h_DMSO_3	5	uM	12	h	3	DMSO	D_12h_DMBA_3.CEL	D_12h_DMSO_3.CEL	study07_CHEMBL329673_5uM_12h_3
D_12h_DMSO_1	HepG2	Dimethylsulfoxide				TRUE		0		12	h	1		D_12h_DMSO_1.CEL		
D_12h_DMSO_2	HepG2	Dimethylsulfoxide				TRUE		0		12	h	2		D_12h_DMSO_2.CEL		
D_12h_DMSO_3	HepG2	Dimethylsulfoxide				TRUE		0		12	h	3		D_12h_DMSO_3.CEL		
D_12h_Sulfi_1	HepG2	Sulfisoxazole	CHEMBL453	NGTX	NC	FALSE	D_12h_DMSO_1	5	uM	12	h	1	DMSO	D_12h_Sulfi_1.CEL	D_12h_DMSO_1.CEL	study07_CHEMBL453_5uM_12h_1
D_12h_Sulfi_2	HepG2	Sulfisoxazole	CHEMBL453	NGTX	NC	FALSE	D_12h_DMSO_2	5	uM	12	h	2	DMSO	D_12h_Sulfi_2.CEL	D_12h_DMSO_2.CEL	study07_CHEMBL453_5uM_12h_2
D_12h_Sulfi_3	HepG2	Sulfisoxazole	CHEMBL453	NGTX	NC	FALSE	D_12h_DMSO_3	5	uM	12	h	3	DMSO	D_12h_Sulfi_3.CEL	D_12h_DMSO_3.CEL	study07_CHEMBL453_5uM_12h_3
D_12h_TPA_1	HepG2	Tetradecanoyl phorbol acetate	CHEMBL502495	NGTX	C	FALSE	D_12h_DMSO_1	500	nM	12	h	1	DMSO	D_12h_TPA_1.CEL	D_12h_DMSO_1.CEL	study07_CHEMBL502495_500nM_12h_1
D_12h_TPA_2	HepG2	Tetradecanoyl phorbol acetate	CHEMBL502495	NGTX	C	FALSE	D_12h_DMSO_2	500	nM	12	h	2	DMSO	D_12h_TPA_2.CEL	D_12h_DMSO_2.CEL	study07_CHEMBL502495_500nM_12h_2
D_12h_TPA_3	HepG2	Tetradecanoyl phorbol acetate	CHEMBL502495	NGTX	C	FALSE	D_12h_DMSO_3	500	nM	12	h	3	DMSO	D_12h_TPA_3.CEL	D_12h_DMSO_3.CEL	study07_CHEMBL502495_500nM_12h_3
D_24h_4AAF_1	HepG2	4-Acetyl aminofluorene	CHEMBL2311070	NGTX	NC	FALSE	D_24h_DMSO_1	100	nM	24	h	1	DMSO	D_24h_4AAF_1.CEL	D_24h_DMSO_1.CEL	study07_CHEMBL2311070_100nM_24h_1
D_24h_4AAF_2	HepG2	4-Acetyl aminofluorene	CHEMBL2311070	NGTX	NC	FALSE	D_24h_DMSO_2	100	nM	24	h	2	DMSO	D_24h_4AAF_2.CEL	D_24h_DMSO_2.CEL	study07_CHEMBL2311070_100nM_24h_2
D_24h_4AAF_3	HepG2	4-Acetyl aminofluorene	CHEMBL2311070	NGTX	NC	FALSE	D_24h_DMSO_3	100	nM	24	h	3	DMSO	D_24h_4AAF_3.CEL	D_24h_DMSO_3.CEL	study07_CHEMBL2311070_100nM_24h_3
D_24h_Cur_1	HepG2	Curcumin	CHEMBL140	NGTX	NC	FALSE	D_24h_DMSO_1	1	uM	24	h	1	DMSO	D_24h_Cur_1.CEL	D_24h_DMSO_1.CEL	study07_CHEMBL140_1uM_24h_1
D_24h_Cur_2	HepG2	Curcumin	CHEMBL140	NGTX	NC	FALSE	D_24h_DMSO_2	1	uM	24	h	2	DMSO	D_24h_Cur_2.CEL	D_24h_DMSO_2.CEL	study07_CHEMBL140_1uM_24h_2
D_24h_Cur_3	HepG2	Curcumin	CHEMBL140	NGTX	NC	FALSE	D_24h_DMSO_3	1	uM	24	h	3	DMSO	D_24h_Cur_3.CEL	D_24h_DMSO_3.CEL	study07_CHEMBL140_1uM_24h_3
D_24h_DMBA_1	HepG2	7,12-Dimethyl benzantracene	CHEMBL329673	GTX	C	FALSE	D_24h_DMSO_1	5	uM	24	h	1	DMSO	D_24h_DMBA_1.CEL	D_24h_DMSO_1.CEL	study07_CHEMBL329673_5uM_24h_1
D_24h_DMBA_2	HepG2	7,12-Dimethyl benzantracene	CHEMBL329673	GTX	C	FALSE	D_24h_DMSO_2	5	uM	24	h	2	DMSO	D_24h_DMBA_2.CEL	D_24h_DMSO_2.CEL	study07_CHEMBL329673_5uM_24h_2
D_24h_DMBA_3	HepG2	7,12-Dimethyl benzantracene	CHEMBL329673	GTX	C	FALSE	D_24h_DMSO_3	5	uM	24	h	3	DMSO	D_24h_DMBA_3.CEL	D_24h_DMSO_3.CEL	study07_CHEMBL329673_5uM_24h_3
D_24h_DMSO_1	HepG2	Dimethylsulfoxide				TRUE		0		24	h	1		D_24h_DMSO_1.CEL		
D_24h_DMSO_2	HepG2	Dimethylsulfoxide				TRUE		0		24	h	2		D_24h_DMSO_2.CEL		
D_24h_DMSO_3	HepG2	Dimethylsulfoxide				TRUE		0		24	h	3		D_24h_DMSO_3.CEL		
D_24h_Sulfi_1	HepG2	Sulfisoxazole	CHEMBL453	NGTX	NC	FALSE	D_24h_DMSO_1	5	uM	24	h	1	DMSO	D_24h_Sulfi_1.CEL	D_24h_DMSO_1.CEL	study07_CHEMBL453_5uM_24h_1
D_24h_Sulfi_2	HepG2	Sulfisoxazole	CHEMBL453	NGTX	NC	FALSE	D_24h_DMSO_2	5	uM	24	h	2	DMSO	D_24h_Sulfi_2.CEL	D_24h_DMSO_2.CEL	study07_CHEMBL453_5uM_24h_2
D_24h_Sulfi_3	HepG2	Sulfisoxazole	CHEMBL453	NGTX	NC	FALSE	D_24h_DMSO_3	5	uM	24	h	3	DMSO	D_24h_Sulfi_3.CEL	D_24h_DMSO_3.CEL	study07_CHEMBL453_5uM_24h_3
D_24h_TPA_1	HepG2	Tetradecanoyl phorbol acetate	CHEMBL502495	NGTX	C	FALSE	D_24h_DMSO_1	500	nM	24	h	1	DMSO	D_24h_TPA_1.CEL	D_24h_DMSO_1.CEL	study07_CHEMBL502495_500nM_24h_1
D_24h_TPA_2	HepG2	Tetradecanoyl phorbol acetate	CHEMBL502495	NGTX	C	FALSE	D_24h_DMSO_2	500	nM	24	h	2	DMSO	D_24h_TPA_2.CEL	D_24h_DMSO_2.CEL	study07_CHEMBL502495_500nM_24h_2
D_24h_TPA_3	HepG2	Tetradecanoyl phorbol acetate	CHEMBL502495	NGTX	C	FALSE	D_24h_DMSO_3	500	nM	24	h	3	DMSO	D_24h_TPA_3.CEL	D_24h_DMSO_3.CEL	study07_CHEMBL502495_500nM_24h_3
D_48h_2AAF_1	HepG2	2-Acetyl aminofluorene	CHEMBL311469	GTX	C	FALSE	D_48h_DMSO_1	50	uM	48	h	1	DMSO	D_48h_2AAF_1.CEL	D_48h_DMSO_1.CEL	study07_CHEMBL311469_50uM_48h_1
D_48h_2AAF_2	HepG2	2-Acetyl aminofluorene	CHEMBL311469	GTX	C	FALSE	D_48h_DMSO_2	50	uM	48	h	2	DMSO	D_48h_2AAF_2.CEL	D_48h_DMSO_2.CEL	study07_CHEMBL311469_50uM_48h_2
D_48h_2AAF_3	HepG2	2-Acetyl aminofluorene	CHEMBL311469	GTX	C	FALSE	D_48h_DMSO_3	50	uM	48	h	3	DMSO	D_48h_2AAF_3.CEL	D_48h_DMSO_3.CEL	study07_CHEMBL311469_50uM_48h_3
D_48h_2CMP_1	HepG2	2-(Chloromethyl) pyridine hydrochloride	CHEMBL1421966	NGTX	NC	FALSE	D_48h_DMSO_1	300	uM	48	h	1	DMSO	D_48h_2CMP_1.CEL	D_48h_DMSO_1.CEL	study07_CHEMBL1421966_300uM_48h_1
D_48h_2CMP_2	HepG2	2-(Chloromethyl) pyridine hydrochloride	CHEMBL1421966	NGTX	NC	FALSE	D_48h_DMSO_2	300	uM	48	h	2	DMSO	D_48h_2CMP_2.CEL	D_48h_DMSO_2.CEL	study07_CHEMBL1421966_300uM_48h_2
D_48h_2CMP_3	HepG2	2-(Chloromethyl) pyridine hydrochloride	CHEMBL1421966	NGTX	NC	FALSE	D_48h_DMSO_3	300	uM	48	h	3	DMSO	D_48h_2CMP_3.CEL	D_48h_DMSO_3.CEL	study07_CHEMBL1421966_300uM_48h_3
D_48h_ANAC_1	HepG2	o-Anthranilic acid	CHEMBL14173	NGTX	NC	FALSE	D_48h_DMSO_1	2	mM	48	h	1	DMSO	D_48h_ANAC_1.CEL	D_48h_DMSO_1.CEL	study07_CHEMBL14173_2mM_48h_1
D_48h_ANAC_2	HepG2	o-Anthranilic acid	CHEMBL14173	NGTX	NC	FALSE	D_48h_DMSO_2	2	mM	48	h	2	DMSO	D_48h_ANAC_2.CEL	D_48h_DMSO_2.CEL	study07_CHEMBL14173_2mM_48h_2
D_48h_ANAC_3	HepG2	o-Anthranilic acid	CHEMBL14173	NGTX	NC	FALSE	D_48h_DMSO_3	2	mM	48	h	3	DMSO	D_48h_ANAC_3.CEL	D_48h_DMSO_3.CEL	study07_CHEMBL14173_2mM_48h_3
D_48h_DEPH_1	HepG2	Di(2-ethylhexyl)phthalate	CHEMBL1242017	NGTX	C	FALSE	D_48h_DMSO_1	10	mM	48	h	1	DMSO	D_48h_DEPH_1.CEL	D_48h_DMSO_1.CEL	study07_CHEMBL1242017_10mM_48h_1
D_48h_DEPH_2	HepG2	Di(2-ethylhexyl)phthalate	CHEMBL1242017	NGTX	C	FALSE	D_48h_DMSO_2	10	mM	48	h	2	DMSO	D_48h_DEPH_2.CEL	D_48h_DMSO_2.CEL	study07_CHEMBL1242017_10mM_48h_2
D_48h_DEPH_3	HepG2	Di(2-ethylhexyl)phthalate	CHEMBL1242017	NGTX	C	FALSE	D_48h_DMSO_3	10	mM	48	h	3	DMSO	D_48h_DEPH_3.CEL	D_48h_DMSO_3.CEL	study07_CHEMBL1242017_10mM_48h_3
D_48h_DMN_1	HepG2	Dimethyl nitrosamine	CHEMBL117311	GTX	C	FALSE	D_48h_DMSO_1	2	mM	48	h	1	DMSO	D_48h_DMN_1.CEL	D_48h_DMSO_1.CEL	study07_CHEMBL117311_2mM_48h_1
D_48h_DMN_2	HepG2	Dimethyl nitrosamine	CHEMBL117311	GTX	C	FALSE	D_48h_DMSO_2	2	mM	48	h	2	DMSO	D_48h_DMN_2.CEL	D_48h_DMSO_2.CEL	study07_CHEMBL117311_2mM_48h_2
D_48h_DMN_3	HepG2	Dimethyl nitrosamine	CHEMBL117311	GTX	C	FALSE	D_48h_DMSO_3	2	mM	48	h	3	DMSO	D_48h_DMN_3.CEL	D_48h_DMSO_3.CEL	study07_CHEMBL117311_2mM_48h_3
D_48h_DMSO_1	HepG2	Dimethylsulfoxide				TRUE		0		48	h	1		D_48h_DMSO_1.CEL		
D_48h_DMSO_2	HepG2	Dimethylsulfoxide				TRUE		0		48	h	2		D_48h_DMSO_2.CEL		
D_48h_DMSO_3	HepG2	Dimethylsulfoxide				TRUE		0		48	h	3		D_48h_DMSO_3.CEL		
D_48h_MMC_1	HepG2	Mitomycine C	CHEMBL105	GTX	C	FALSE	D_48h_DMSO_1	200	nM	48	h	1	DMSO	D_48h_MMC_1.CEL	D_48h_DMSO_1.CEL	study07_CHEMBL105_200nM_48h_1
D_48h_MMC_2	HepG2	Mitomycine C	CHEMBL105	GTX	C	FALSE	D_48h_DMSO_2	200	nM	48	h	2	DMSO	D_48h_MMC_2.CEL	D_48h_DMSO_2.CEL	study07_CHEMBL105_200nM_48h_2
D_48h_MMC_3	HepG2	Mitomycine C	CHEMBL105	GTX	C	FALSE	D_48h_DMSO_3	200	nM	48	h	3	DMSO	D_48h_MMC_3.CEL	D_48h_DMSO_3.CEL	study07_CHEMBL105_200nM_48h_3
D_48h_NPD_1	HepG2	4-Nitro-o-phenylenediamine	CHEMBL433721	NGTX	NC	FALSE	D_48h_DMSO_1	2	mM	48	h	1	DMSO	D_48h_NPD_1.CEL	D_48h_DMSO_1.CEL	study07_CHEMBL433721_2mM_48h_1
D_48h_NPD_2	HepG2	4-Nitro-o-phenylenediamine	CHEMBL433721	NGTX	NC	FALSE	D_48h_DMSO_2	2	mM	48	h	2	DMSO	D_48h_NPD_2.CEL	D_48h_DMSO_2.CEL	study07_CHEMBL433721_2mM_48h_2
D_48h_NPD_3	HepG2	4-Nitro-o-phenylenediamine	CHEMBL433721	NGTX	NC	FALSE	D_48h_DMSO_3	2	mM	48	h	3	DMSO	D_48h_NPD_3.CEL	D_48h_DMSO_3.CEL	study07_CHEMBL433721_2mM_48h_3
D_48h_PhB_1	HepG2	Phenobarbital	CHEMBL40	NGTX	C	FALSE	D_48h_DMSO_1	1	mM	48	h	1	DMSO	D_48h_PhB_1.CEL	D_48h_DMSO_1.CEL	study07_CHEMBL40_1mM_48h_1
D_48h_PhB_2	HepG2	Phenobarbital	CHEMBL40	NGTX	C	FALSE	D_48h_DMSO_2	1	mM	48	h	2	DMSO	D_48h_PhB_2.CEL	D_48h_DMSO_2.CEL	study07_CHEMBL40_1mM_48h_2
D_48h_PhB_3	HepG2	Phenobarbital	CHEMBL40	NGTX	C	FALSE	D_48h_DMSO_3	1	mM	48	h	3	DMSO	D_48h_PhB_3.CEL	D_48h_DMSO_3.CEL	study07_CHEMBL40_1mM_48h_3
D_48h_Res_1	HepG2	Reserpine	CHEMBL772	NGTX	C	FALSE	D_48h_DMSO_1	12.5	uM	48	h	1	DMSO	D_48h_Res_1.CEL	D_48h_DMSO_1.CEL	study07_CHEMBL772_12_5uM_48h_1
D_48h_Res_2	HepG2	Reserpine	CHEMBL772	NGTX	C	FALSE	D_48h_DMSO_2	12.5	uM	48	h	2	DMSO	D_48h_Res_2.CEL	D_48h_DMSO_2.CEL	study07_CHEMBL772_12_5uM_48h_2
D_48h_Res_3	HepG2	Reserpine	CHEMBL772	NGTX	C	FALSE	D_48h_DMSO_3	12.5	uM	48	h	3	DMSO	D_48h_Res_3.CEL	D_48h_DMSO_3.CEL	study07_CHEMBL772_12_5uM_48h_3
D_48h_WY_1	HepG2	Wy 14643	CHEMBL295416	NGTX	C	FALSE	D_48h_DMSO_1	200	uM	48	h	1	DMSO	D_48h_WY_1.CEL	D_48h_DMSO_1.CEL	study07_CHEMBL295416_200uM_48h_1
D_48h_WY_2	HepG2	Wy 14643	CHEMBL295416	NGTX	C	FALSE	D_48h_DMSO_2	200	uM	48	h	2	DMSO	D_48h_WY_2.CEL	D_48h_DMSO_2.CEL	study07_CHEMBL295416_200uM_48h_2
D_48h_WY_3	HepG2	Wy 14643	CHEMBL295416	NGTX	C	FALSE	D_48h_DMSO_3	200	uM	48	h	3	DMSO	D_48h_WY_3.CEL	D_48h_DMSO_3.CEL	study07_CHEMBL295416_200uM_48h_3
E_12h_DES_1	HepG2	Diethylstilbestrol	CHEMBL411	GTX	C	FALSE	E_12h_ETOH_1	5	uM	12	h	1	ETOH	E_12h_DES_1.CEL	E_12h_ETOH_1.CEL	study07_CHEMBL411_5uM_12h_1
E_12h_DES_2	HepG2	Diethylstilbestrol	CHEMBL411	GTX	C	FALSE	E_12h_ETOH_2	5	uM	12	h	2	ETOH	E_12h_DES_2.CEL	E_12h_ETOH_2.CEL	study07_CHEMBL411_5uM_12h_2
E_12h_DES_3	HepG2	Diethylstilbestrol	CHEMBL411	GTX	C	FALSE	E_12h_ETOH_3	5	uM	12	h	3	ETOH	E_12h_DES_3.CEL	E_12h_ETOH_3.CEL	study07_CHEMBL411_5uM_12h_3
E_12h_Ethyl_1	HepG2	Ethylacrylate	CHEMBL52084	NGTX	C	FALSE	E_12h_ETOH_1	1	mM	12	h	1	ETOH	E_12h_Ethyl_1.CEL	E_12h_ETOH_1.CEL	study07_CHEMBL52084_1mM_12h_1
E_12h_Ethyl_2	HepG2	Ethylacrylate	CHEMBL52084	NGTX	C	FALSE	E_12h_ETOH_2	1	mM	12	h	2	ETOH	E_12h_Ethyl_2.CEL	E_12h_ETOH_2.CEL	study07_CHEMBL52084_1mM_12h_2
E_12h_Ethyl_3	HepG2	Ethylacrylate	CHEMBL52084	NGTX	C	FALSE	E_12h_ETOH_3	1	mM	12	h	3	ETOH	E_12h_Ethyl_3.CEL	E_12h_ETOH_3.CEL	study07_CHEMBL52084_1mM_12h_3
E_12h_ETOH_1	HepG2	Ethanol	CHEMBL545	NGTX	C	TRUE		0.5	perc	12	h	1		E_12h_ETOH_1.CEL	all PBS	study07_CHEMBL545_0_5perc_12h_1
E_12h_ETOH_2	HepG2	Ethanol	CHEMBL545	NGTX	C	TRUE		0.5	perc	12	h	2		E_12h_ETOH_2.CEL	all PBS	study07_CHEMBL545_0_5perc_12h_2
E_12h_ETOH_3	HepG2	Ethanol	CHEMBL545	NGTX	C	TRUE		0.5	perc	12	h	3		E_12h_ETOH_3.CEL	all PBS	study07_CHEMBL545_0_5perc_12h_3
E_12h_Paracres_1	HepG2	p-Cresidine	CHEMBL398755	GTX	C	FALSE	E_12h_ETOH_1	2	mM	12	h	1	ETOH	E_12h_Paracres_1.CEL	E_12h_ETOH_1.CEL	study07_CHEMBL398755_2mM_12h_1
E_12h_Paracres_2	HepG2	p-Cresidine	CHEMBL398755	GTX	C	FALSE	E_12h_ETOH_2	2	mM	12	h	2	ETOH	E_12h_Paracres_2.CEL	E_12h_ETOH_2.CEL	study07_CHEMBL398755_2mM_12h_2
E_12h_Paracres_3	HepG2	p-Cresidine	CHEMBL398755	GTX	C	FALSE	E_12h_ETOH_3	2	mM	12	h	3	ETOH	E_12h_Paracres_3.CEL	E_12h_ETOH_3.CEL	study07_CHEMBL398755_2mM_12h_3
E_12h_Phen_1	HepG2	Phenacetin	CHEMBL16073	NGTX	NC	FALSE	E_12h_ETOH_1	1	mM	12	h	1	ETOH	E_12h_Phen_1.CEL	E_12h_ETOH_1.CEL	study07_CHEMBL16073_1mM_12h_1
E_12h_Phen_2	HepG2	Phenacetin	CHEMBL16073	NGTX	NC	FALSE	E_12h_ETOH_2	1	mM	12	h	2	ETOH	E_12h_Phen_2.CEL	E_12h_ETOH_2.CEL	study07_CHEMBL16073_1mM_12h_2
E_12h_Phen_3	HepG2	Phenacetin	CHEMBL16073	NGTX	NC	FALSE	E_12h_ETOH_3	1	mM	12	h	3	ETOH	E_12h_Phen_3.CEL	E_12h_ETOH_3.CEL	study07_CHEMBL16073_1mM_12h_3
E_12h_Resor_1	HepG2	Resorcinol	CHEMBL24147	NGTX	NC	FALSE	E_12h_ETOH_1	2	mM	12	h	1	ETOH	E_12h_Resor_1.CEL	E_12h_ETOH_1.CEL	study07_CHEMBL24147_2mM_12h_1
E_12h_Resor_2	HepG2	Resorcinol	CHEMBL24147	NGTX	NC	FALSE	E_12h_ETOH_2	2	mM	12	h	2	ETOH	E_12h_Resor_2.CEL	E_12h_ETOH_2.CEL	study07_CHEMBL24147_2mM_12h_2
E_12h_Resor_3	HepG2	Resorcinol	CHEMBL24147	NGTX	NC	FALSE	E_12h_ETOH_3	2	mM	12	h	3	ETOH	E_12h_Resor_3.CEL	E_12h_ETOH_3.CEL	study07_CHEMBL24147_2mM_12h_3
E_12h_TBTO_1	HepG2	Tributylinoxide	CHEMBL511667	GTX	NC	FALSE	E_12h_ETOH_1	0.02	nM	12	h	1	ETOH	E_12h_TBTO_1.CEL	E_12h_ETOH_1.CEL	study07_CHEMBL511667_0_02nM_12h_1
E_12h_TBTO_2	HepG2	Tributylinoxide	CHEMBL511667	GTX	NC	FALSE	E_12h_ETOH_2	0.02	nM	12	h	2	ETOH	E_12h_TBTO_2.CEL	E_12h_ETOH_2.CEL	study07_CHEMBL511667_0_02nM_12h_2
E_12h_TBTO_3	HepG2	Tributylinoxide	CHEMBL511667	GTX	NC	FALSE	E_12h_ETOH_3	0.02	nM	12	h	3	ETOH	E_12h_TBTO_3.CEL	E_12h_ETOH_3.CEL	study07_CHEMBL511667_0_02nM_12h_3
E_24h_DES_1	HepG2	Diethylstilbestrol	CHEMBL411	GTX	C	FALSE	E_24h_ETOH_1	5	uM	24	h	1	ETOH	E_24h_DES_1.CEL	E_24h_ETOH_1.CEL	study07_CHEMBL411_5uM_24h_1
E_24h_DES_2	HepG2	Diethylstilbestrol	CHEMBL411	GTX	C	FALSE	E_24h_ETOH_2	5	uM	24	h	2	ETOH	E_24h_DES_2.CEL	E_24h_ETOH_2.CEL	study07_CHEMBL411_5uM_24h_2
E_24h_DES_3	HepG2	Diethylstilbestrol	CHEMBL411	GTX	C	FALSE	E_24h_ETOH_3	5	uM	24	h	3	ETOH	E_24h_DES_3.CEL	E_24h_ETOH_3.CEL	study07_CHEMBL411_5uM_24h_3
E_24h_Ethyl_1	HepG2	Ethylacrylate	CHEMBL52084	NGTX	C	FALSE	E_24h_ETOH_1	1	mM	24	h	1	ETOH	E_24h_Ethyl_1.CEL	E_24h_ETOH_1.CEL	study07_CHEMBL52084_1mM_24h_1
E_24h_Ethyl_2	HepG2	Ethylacrylate	CHEMBL52084	NGTX	C	FALSE	E_24h_ETOH_2	1	mM	24	h	2	ETOH	E_24h_Ethyl_2.CEL	E_24h_ETOH_2.CEL	study07_CHEMBL52084_1mM_24h_2
E_24h_Ethyl_3	HepG2	Ethylacrylate	CHEMBL52084	NGTX	C	FALSE	E_24h_ETOH_3	1	mM	24	h	3	ETOH	E_24h_Ethyl_3.CEL	E_24h_ETOH_3.CEL	study07_CHEMBL52084_1mM_24h_3
E_24h_ETOH_1	HepG2	Ethanol	CHEMBL545	NGTX	C	TRUE		0.5	perc	24	h	1		E_24h_ETOH_1.CEL	all PBS	study07_CHEMBL545_0_5perc_24h_1
E_24h_ETOH_2	HepG2	Ethanol	CHEMBL545	NGTX	C	TRUE		0.5	perc	24	h	2		E_24h_ETOH_2.CEL	all PBS	study07_CHEMBL545_0_5perc_24h_2
E_24h_ETOH_3	HepG2	Ethanol	CHEMBL545	NGTX	C	TRUE		0.5	perc	24	h	3		E_24h_ETOH_3.CEL	all PBS	study07_CHEMBL545_0_5perc_24h_3
E_24h_Paracres_1	HepG2	p-Cresidine	CHEMBL398755	GTX	C	FALSE	E_24h_ETOH_1	2	mM	24	h	1	ETOH	E_24h_Paracres_1.CEL	E_24h_ETOH_1.CEL	study07_CHEMBL398755_2mM_24h_1
E_24h_Paracres_2	HepG2	p-Cresidine	CHEMBL398755	GTX	C	FALSE	E_24h_ETOH_2	2	mM	24	h	2	ETOH	E_24h_Paracres_2.CEL	E_24h_ETOH_2.CEL	study07_CHEMBL398755_2mM_24h_2
